Age,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Height,Weight,Preferred Foot_Right,Body Type_Normal,Body Type_Stocky,Position_Forward,Position_Middle,Position_Reserve,LogValue,LogWage
31,68,68,1.0,3.0,3.0,181,79,0,1,0,0,1,0,13.815510557964274,8.85366542803745
28,68,68,1.0,3.0,4.0,177,79,1,1,0,0,0,1,13.997832114758229,9.798127036878302
22,70,78,1.0,3.0,3.0,182,75,1,0,0,0,0,0,15.096444403426338,9.392661928770137
31,67,67,1.0,3.0,2.0,169,69,1,1,0,0,0,1,13.652991628466498,6.214608098422191
24,68,73,1.0,4.0,3.0,185,70,1,0,0,0,1,0,14.403297222866392,8.517193191416238
25,72,73,1.0,4.0,4.0,176,63,1,0,0,0,1,0,14.845129975145433,6.551080335043404
28,75,75,2.0,3.0,4.0,193,91,0,1,0,1,0,0,15.60727002719233,10.275051108968611
28,73,75,1.0,2.0,2.0,183,80,1,1,0,0,0,0,14.946912669455374,9.210340371976184
26,75,78,1.0,2.0,2.0,179,77,1,0,1,0,1,0,15.687312734865866,9.392661928770137
23,72,79,1.0,3.0,4.0,175,68,0,0,0,0,0,0,15.319587954740548,9.210340371976184
22,77,87,1.0,3.0,3.0,176,61,0,0,0,0,0,1,16.972510979114386,11.03488966402723
32,72,72,1.0,3.0,3.0,177,71,1,1,0,0,0,1,14.346138809026444,9.903487552536127
34,77,77,3.0,4.0,3.0,186,79,1,1,0,1,0,0,15.363073066680286,8.987196820661973
27,75,76,1.0,3.0,2.0,190,77,1,0,0,0,1,0,15.60727002719233,10.043249494911286
29,76,76,2.0,3.0,3.0,173,67,1,1,0,0,0,0,15.687312734865866,9.998797732340453
24,71,77,1.0,3.0,3.0,177,67,0,0,0,0,0,1,14.880221294956703,9.472704636443673
27,69,70,1.0,3.0,3.0,176,70,1,1,0,0,0,1,14.28551418721001,8.517193191416238
23,72,78,1.0,3.0,3.0,178,70,0,1,0,0,0,1,15.123843377614453,9.472704636443673
26,78,79,1.0,4.0,4.0,165,58,1,1,0,0,0,1,16.61887093887081,11.314474526246391
22,67,75,1.0,3.0,2.0,171,65,1,1,0,0,0,1,14.648419680899378,9.95227771670556
34,74,74,2.0,3.0,3.0,165,63,1,1,0,0,0,1,14.508657738524219,10.308952660644293
30,72,72,2.0,3.0,3.0,182,70,1,0,0,0,0,0,14.508657738524219,9.104979856318357
30,69,69,1.0,2.0,2.0,180,75,1,0,1,0,0,0,13.9108207377686,8.294049640102028
29,68,68,1.0,3.0,3.0,170,72,1,0,1,0,0,1,13.9108207377686,8.517193191416238
32,75,75,1.0,3.0,3.0,180,80,1,1,0,1,0,0,15.341566861459324,10.668955394675699
27,78,81,2.0,4.0,2.0,186,81,0,0,1,0,0,1,16.588099280204055,11.56171562913966
25,66,70,1.0,3.0,2.0,175,73,1,1,0,0,0,1,13.997832114758229,6.214608098422191
35,67,67,1.0,3.0,3.0,173,61,1,0,0,0,1,0,12.100712129872347,8.006367567650246
25,69,73,1.0,3.0,2.0,180,64,1,0,0,0,1,0,14.403297222866392,9.546812608597396
23,74,79,1.0,3.0,4.0,177,79,1,1,0,0,0,0,15.687312734865866,9.615805480084347
27,70,70,1.0,4.0,3.0,180,80,1,0,0,0,0,1,14.346138809026444,8.699514748210191
25,66,69,1.0,2.0,3.0,178,65,0,1,0,0,0,0,13.815510557964274,8.294049640102028
26,77,80,2.0,3.0,2.0,192,90,1,1,0,0,0,1,16.300417207752275,10.778956289890028
27,75,76,1.0,3.0,3.0,180,75,1,0,0,0,0,0,15.60727002719233,10.043249494911286
25,69,73,1.0,3.0,3.0,185,70,1,1,0,0,0,1,14.457364444136669,10.043249494911286
31,76,76,2.0,4.0,2.0,186,84,1,1,0,0,0,0,13.458835614025542,7.600902459542082
27,74,75,1.0,3.0,3.0,173,72,1,1,0,0,0,0,15.29711509888849,10.085809109330082
24,76,80,2.0,5.0,4.0,158,55,1,0,1,0,1,0,16.213405830762646,10.51867319162636
21,71,80,1.0,3.0,3.0,187,77,0,1,0,0,1,0,15.250595083253597,10.043249494911286
30,75,75,2.0,4.0,4.0,183,78,1,1,0,0,0,1,15.520258650202699,10.404262840448617
24,72,79,1.0,3.0,3.0,180,75,1,1,0,0,0,1,15.363073066680286,9.305650551780507
23,66,70,1.0,4.0,2.0,170,65,1,0,0,0,0,1,13.997832114758229,8.294049640102028
22,67,72,1.0,3.0,3.0,172,68,0,1,0,0,0,1,14.28551418721001,8.006367567650246
25,73,74,1.0,3.0,3.0,185,68,1,0,0,0,1,0,15.096444403426338,8.987196820661973
25,79,83,1.0,3.0,3.0,180,75,1,0,0,0,0,1,17.014183675514957,10.571316925111784
29,70,70,2.0,3.0,3.0,180,78,1,1,0,0,0,1,14.28551418721001,10.46310334047155
23,71,80,1.0,3.0,3.0,170,65,1,0,0,0,1,0,15.250595083253597,8.85366542803745
25,70,73,1.0,3.0,3.0,182,72,0,0,0,0,0,1,14.557447902693651,9.104979856318357
33,82,82,4.0,3.0,2.0,190,85,1,1,0,0,0,0,16.166885815127753,10.275051108968611
32,75,75,2.0,3.0,2.0,181,79,1,1,0,0,1,0,15.123843377614453,10.043249494911286
20,70,80,1.0,3.0,3.0,178,70,1,0,0,0,0,1,15.068273526459642,8.85366542803745
28,67,67,1.0,3.0,3.0,188,70,0,0,0,0,1,0,13.710150042306449,8.294049640102028
25,71,75,1.0,4.0,2.0,168,70,0,0,1,0,0,0,14.690979295318174,8.517193191416238
29,69,69,1.0,2.0,2.0,183,81,1,1,0,0,0,0,13.997832114758229,6.214608098422191
22,69,75,1.0,3.0,3.0,183,80,1,1,0,0,0,1,14.603967918328545,9.210340371976184
23,73,79,1.0,3.0,2.0,190,85,1,1,0,0,0,1,15.29711509888849,9.305650551780507
27,69,69,1.0,2.0,2.0,180,75,1,1,0,0,0,0,14.077874822431765,6.214608098422191
27,75,77,2.0,3.0,2.0,190,88,1,1,0,0,0,1,15.60727002719233,9.95227771670556
19,72,79,1.0,3.0,4.0,181,72,1,0,0,0,1,0,15.341566861459324,8.294049640102028
26,72,75,1.0,2.0,3.0,183,71,0,0,0,0,0,0,14.845129975145433,10.491274217438248
33,67,67,1.0,4.0,2.0,177,71,0,1,0,0,0,0,13.17115354157376,8.294049640102028
27,70,71,1.0,3.0,4.0,175,71,1,0,0,0,0,1,14.457364444136669,6.745236349484363
22,70,80,1.0,4.0,3.0,169,68,1,1,0,0,0,0,15.03928598958639,8.987196820661973
23,69,75,1.0,4.0,4.0,176,65,0,1,0,0,0,1,14.603967918328545,8.85366542803745
24,69,73,1.0,3.0,3.0,190,82,1,0,0,0,1,0,14.403297222866392,8.294049640102028
23,77,83,1.0,3.0,3.0,183,71,1,0,0,0,0,1,16.64872390202049,11.127262984158243
28,70,70,1.0,4.0,3.0,187,82,1,1,0,1,0,0,14.28551418721001,9.740968623038354
35,67,67,2.0,4.0,3.0,175,67,1,1,0,0,0,1,12.959844447906553,7.600902459542082
28,75,76,1.0,2.0,3.0,178,71,0,1,0,0,0,1,15.520258650202699,11.002099841204238
36,68,68,1.0,3.0,2.0,183,80,0,1,0,0,0,0,12.301382825334498,8.006367567650246
26,73,74,1.0,3.0,3.0,181,78,1,1,0,0,0,1,13.458835614025542,7.600902459542082
29,72,72,1.0,3.0,2.0,180,76,1,1,0,0,0,0,14.557447902693651,9.852194258148577
25,73,76,1.0,3.0,3.0,182,71,1,1,0,0,0,1,15.123843377614453,9.546812608597396
27,70,70,1.0,4.0,3.0,180,72,0,0,0,0,0,1,14.22097566607244,10.621327345686446
21,72,82,1.0,3.0,3.0,170,66,1,0,0,0,0,1,15.424948470398375,10.668955394675699
22,72,82,1.0,4.0,2.0,181,72,0,0,0,0,1,0,15.424948470398375,10.691944912900398
27,75,76,1.0,4.0,3.0,190,76,1,0,0,0,0,1,15.687312734865866,10.896739325546411
30,72,72,1.0,3.0,3.0,171,65,1,1,0,0,0,1,14.648419680899378,6.856461984594587
27,69,72,1.0,3.0,3.0,180,77,1,1,0,0,0,1,14.28551418721001,8.294049640102028
30,71,71,1.0,1.0,4.0,174,75,0,0,1,0,0,0,14.403297222866392,8.517193191416238
32,70,70,1.0,2.0,2.0,183,75,0,1,0,0,0,1,13.9108207377686,9.798127036878302
25,74,74,1.0,3.0,3.0,180,74,0,1,0,0,0,0,15.363073066680286,10.085809109330082
26,73,75,1.0,2.0,3.0,181,70,1,1,0,0,0,1,15.03928598958639,8.85366542803745
28,69,69,1.0,3.0,3.0,172,75,0,1,0,0,1,0,14.151982794585487,8.517193191416238
27,72,72,1.0,2.0,4.0,185,85,1,0,0,0,1,0,14.73180128983843,6.620073206530356
32,67,67,1.0,3.0,3.0,177,73,1,1,0,0,0,1,13.592367006650065,8.006367567650246
34,73,73,1.0,3.0,3.0,180,78,1,1,0,0,1,0,14.151982794585487,9.104979856318357
27,79,81,1.0,3.0,2.0,182,78,1,1,0,0,0,0,16.733281290048552,10.596634733096073
21,68,77,1.0,3.0,3.0,170,60,1,1,0,0,1,0,14.808762330974558,8.517193191416238
21,72,82,1.0,3.0,3.0,180,72,1,0,0,0,0,1,15.520258650202699,8.699514748210191
23,67,75,1.0,3.0,3.0,171,66,1,1,0,0,0,1,14.648419680899378,8.006367567650246
28,72,72,1.0,3.0,3.0,175,74,0,1,0,0,1,0,14.648419680899378,9.798127036878302
26,71,74,1.0,2.0,3.0,178,76,1,1,0,0,0,1,14.690979295318174,8.699514748210191
22,68,73,1.0,4.0,3.0,185,79,1,1,0,0,0,1,14.457364444136669,9.546812608597396
22,66,73,1.0,3.0,2.0,176,67,1,1,0,0,1,0,14.346138809026444,6.214608098422191
32,68,68,1.0,3.0,3.0,180,72,1,1,0,0,0,1,13.38472764187182,8.517193191416238
28,72,72,1.0,4.0,4.0,179,72,1,0,0,0,0,1,14.690979295318174,9.104979856318357
27,75,75,1.0,4.0,3.0,172,75,1,0,0,0,0,1,15.60727002719233,10.668955394675699
21,77,84,1.0,3.0,2.0,175,70,1,1,0,0,0,1,16.811242831518264,10.799575577092764
36,66,66,2.0,3.0,2.0,178,70,1,1,0,0,0,1,11.156250521031495,8.294049640102028
24,70,75,1.0,3.0,3.0,184,72,1,0,0,0,0,1,14.690979295318174,9.615805480084347
28,68,68,1.0,3.0,2.0,170,76,0,1,0,0,0,0,13.9108207377686,6.214608098422191
39,77,77,4.0,5.0,5.0,170,72,1,1,0,1,0,0,15.096444403426338,9.998797732340453
34,73,73,2.0,3.0,2.0,192,86,0,1,0,0,0,0,13.815510557964274,8.85366542803745
24,73,79,1.0,3.0,2.0,190,77,1,1,0,0,0,1,15.29711509888849,10.46310334047155
26,74,75,1.0,2.0,3.0,183,72,1,0,0,0,0,1,15.29711509888849,9.546812608597396
29,78,78,2.0,2.0,3.0,196,77,0,1,0,0,0,1,16.300417207752275,11.184421397998193
28,66,66,1.0,3.0,3.0,175,78,1,1,0,0,0,1,13.652991628466498,6.214608098422191
30,76,76,1.0,3.0,4.0,178,75,1,1,0,0,1,0,15.761420707019587,10.043249494911286
22,71,80,1.0,3.0,3.0,174,64,1,0,0,0,0,1,15.250595083253597,8.699514748210191
23,69,77,1.0,3.0,3.0,179,70,1,1,0,0,1,0,14.946912669455374,8.517193191416238
35,69,69,1.0,3.0,3.0,173,71,1,1,0,0,1,0,13.217673557208654,7.600902459542082
24,79,86,2.0,3.0,2.0,183,77,1,0,0,0,0,0,17.296750647299966,11.082142548877775
22,75,82,1.0,3.0,4.0,170,58,1,0,0,0,1,0,16.25785759333348,9.680344001221918
20,69,80,1.0,3.0,2.0,176,74,1,1,0,0,0,1,14.880221294956703,9.472704636443673
25,73,75,1.0,3.0,2.0,180,68,1,1,0,0,0,0,15.03928598958639,8.987196820661973
20,75,83,1.0,3.0,3.0,180,73,1,0,0,0,1,0,16.34123920227253,10.203592144986466
23,72,78,1.0,3.0,2.0,176,74,1,1,0,0,0,0,15.068273526459642,8.699514748210191
27,71,72,1.0,3.0,3.0,186,77,0,0,0,0,0,1,14.557447902693651,8.699514748210191
23,67,74,1.0,4.0,3.0,182,64,0,0,0,0,0,1,14.508657738524219,9.210340371976184
25,74,78,1.0,4.0,3.0,178,75,1,1,0,0,0,1,15.60727002719233,9.798127036878302
22,69,75,1.0,3.0,3.0,186,72,0,0,0,0,0,1,14.603967918328545,8.294049640102028
20,74,86,1.0,4.0,3.0,175,70,1,1,0,0,0,1,16.11809565095832,10.4341158035983
25,74,78,1.0,3.0,2.0,168,70,1,1,0,0,1,0,15.520258650202699,9.998797732340453
29,72,72,1.0,3.0,3.0,177,69,1,1,0,0,1,0,14.648419680899378,9.680344001221918
33,71,71,2.0,2.0,2.0,180,74,0,1,0,0,0,1,13.790192749979985,10.203592144986466
32,71,71,1.0,3.0,3.0,177,69,0,0,0,0,0,0,14.077874822431765,9.305650551780507
22,69,75,1.0,2.0,2.0,175,67,0,1,0,0,0,1,14.557447902693651,8.294049640102028
29,76,76,1.0,2.0,3.0,184,72,0,0,0,1,0,0,15.830413578506539,10.043249494911286
26,67,69,1.0,4.0,3.0,167,64,1,0,0,0,1,0,14.077874822431765,9.546812608597396
34,74,74,2.0,3.0,3.0,186,81,1,1,0,1,0,0,14.914122846632385,9.95227771670556
26,67,67,1.0,4.0,3.0,179,70,1,1,0,0,0,1,13.9108207377686,8.006367567650246
30,68,68,1.0,3.0,3.0,175,67,0,1,0,0,1,0,13.997832114758229,8.517193191416238
25,75,76,1.0,3.0,3.0,176,74,1,0,0,0,0,0,15.687312734865866,10.691944912900398
30,69,69,2.0,4.0,4.0,177,76,0,1,0,0,0,1,14.077874822431765,8.85366542803745
25,71,76,1.0,3.0,3.0,178,75,1,1,0,0,0,0,14.77102200299171,8.85366542803745
24,77,81,1.0,4.0,4.0,174,71,1,0,0,0,0,1,16.523560759066484,10.571316925111784
30,67,67,1.0,3.0,4.0,170,69,1,0,0,0,0,0,13.790192749979985,6.214608098422191
22,67,74,1.0,3.0,3.0,178,68,1,1,0,0,0,1,14.557447902693651,9.392661928770137
31,65,65,1.0,3.0,2.0,169,72,1,1,0,0,1,0,13.262125319779487,8.006367567650246
25,66,71,1.0,3.0,3.0,175,75,0,1,0,0,0,1,13.997832114758229,7.600902459542082
23,74,83,1.0,3.0,3.0,174,60,0,0,0,0,1,0,16.06680235657077,9.104979856318357
27,75,78,1.0,3.0,2.0,193,92,0,0,1,0,0,0,15.687312734865866,6.802394763324311
22,67,76,1.0,4.0,2.0,183,70,0,1,0,0,0,1,14.648419680899378,8.699514748210191
25,71,75,1.0,2.0,3.0,181,73,1,1,0,0,1,0,14.690979295318174,8.699514748210191
35,66,66,1.0,3.0,2.0,182,82,0,1,0,0,0,0,12.765688433465597,7.600902459542082
27,71,71,2.0,3.0,2.0,175,68,1,1,0,0,0,1,14.403297222866392,8.517193191416238
23,69,76,1.0,3.0,3.0,173,63,1,0,0,0,0,1,14.845129975145433,8.85366542803745
34,75,75,2.0,4.0,4.0,172,70,1,1,0,0,0,1,14.557447902693651,10.126631103850338
20,78,85,1.0,2.0,3.0,183,66,0,1,0,0,0,0,17.09265529095645,10.404262840448617
21,69,78,1.0,3.0,4.0,178,72,1,1,0,0,1,0,14.978661367769956,8.294049640102028
27,72,72,1.0,2.0,3.0,174,68,0,0,0,0,0,1,14.73180128983843,10.596634733096073
25,69,71,1.0,5.0,4.0,185,81,1,1,0,0,0,1,14.346138809026444,8.699514748210191
31,72,72,1.0,2.0,3.0,162,65,1,1,0,0,1,0,14.457364444136669,8.85366542803745
26,67,70,1.0,3.0,3.0,186,80,1,1,0,0,0,1,14.077874822431765,9.104979856318357
35,73,73,4.0,3.0,3.0,179,76,1,1,0,0,1,0,13.997832114758229,8.006367567650246
30,65,65,1.0,4.0,2.0,180,73,1,0,0,0,0,1,13.422467969854667,8.006367567650246
25,69,72,1.0,4.0,4.0,176,70,1,0,0,0,0,0,14.403297222866392,8.699514748210191
29,67,67,1.0,3.0,2.0,178,74,1,0,0,0,1,0,13.681979165339751,8.294049640102028
20,64,80,1.0,3.0,3.0,178,70,0,0,0,0,0,1,14.22097566607244,9.305650551780507
25,74,79,1.0,3.0,3.0,180,80,1,0,1,0,0,1,15.687312734865866,9.852194258148577
26,77,78,2.0,4.0,4.0,183,75,1,0,0,0,0,1,16.34123920227253,10.596634733096073
20,71,80,1.0,3.0,3.0,173,72,0,0,1,0,1,0,15.226497531674536,8.517193191416238
26,67,69,1.0,3.0,3.0,165,65,0,1,0,0,0,1,13.997832114758229,6.214608098422191
23,76,82,1.0,3.0,2.0,187,79,0,0,0,0,0,1,16.213405830762646,10.203592144986466
25,69,74,1.0,3.0,3.0,177,76,1,1,0,0,0,1,14.557447902693651,8.006367567650246
24,74,81,1.0,3.0,3.0,190,82,1,1,0,0,0,1,15.955576721460545,9.392661928770137
20,70,82,1.0,4.0,2.0,168,57,0,0,0,0,0,0,15.123843377614453,10.275051108968611
27,69,69,1.0,3.0,3.0,177,72,1,1,0,0,0,1,14.077874822431765,8.987196820661973
27,67,67,1.0,3.0,2.0,180,72,1,1,0,0,0,1,13.9108207377686,6.214608098422191
37,69,69,1.0,3.0,3.0,174,70,1,1,0,0,0,1,13.017002861746503,6.214608098422191
26,71,74,1.0,3.0,3.0,170,67,1,1,0,0,0,0,14.648419680899378,9.305650551780507
23,72,79,1.0,3.0,3.0,179,71,0,0,0,0,0,1,15.363073066680286,9.740968623038354
27,71,71,1.0,4.0,3.0,170,73,1,0,0,0,0,0,14.508657738524219,9.210340371976184
21,75,83,1.0,5.0,3.0,183,67,1,1,0,0,0,1,16.34123920227253,10.4341158035983
22,73,81,1.0,3.0,4.0,177,66,0,0,0,0,0,0,15.761420707019587,9.392661928770137
25,70,76,1.0,3.0,2.0,185,78,1,1,0,0,0,0,14.603967918328545,8.517193191416238
20,67,77,1.0,4.0,3.0,175,64,1,1,0,0,1,0,13.997832114758229,8.006367567650246
34,82,82,3.0,3.0,3.0,192,88,0,1,0,0,0,0,16.11809565095832,10.985292722887856
29,69,69,1.0,3.0,2.0,183,88,0,1,0,0,0,0,13.997832114758229,7.600902459542082
23,81,87,2.0,3.0,3.0,186,90,1,0,1,0,0,1,17.4264284706085,10.896739325546411
29,74,74,1.0,3.0,3.0,191,84,0,0,0,0,1,0,15.226497531674536,10.043249494911286
30,67,67,1.0,4.0,3.0,189,76,1,1,0,0,0,1,13.790192749979985,6.214608098422191
32,69,69,1.0,3.0,3.0,178,86,1,1,0,0,1,0,13.458835614025542,7.600902459542082
24,72,74,1.0,3.0,3.0,185,81,1,0,1,0,0,1,14.946912669455374,9.472704636443673
33,66,66,2.0,4.0,3.0,183,79,1,0,0,0,0,1,13.17115354157376,8.006367567650246
23,67,72,1.0,3.0,3.0,178,70,1,1,0,0,1,0,14.151982794585487,8.294049640102028
21,70,82,1.0,3.0,2.0,178,72,0,1,0,0,0,0,15.150511624696614,8.517193191416238
20,71,81,1.0,2.0,2.0,183,71,1,0,0,0,1,0,15.176487111099874,6.214608098422191
22,78,85,1.0,4.0,4.0,172,62,0,1,0,0,0,0,17.16541464523888,11.184421397998193
25,71,73,1.0,3.0,3.0,178,65,1,0,0,0,0,1,14.603967918328545,6.620073206530356
31,69,69,1.0,3.0,3.0,183,77,1,1,0,0,1,0,13.9108207377686,8.006367567650246
22,71,78,1.0,3.0,2.0,186,77,0,0,0,0,0,1,15.096444403426338,9.903487552536127
26,85,87,3.0,3.0,3.0,195,99,1,0,1,0,0,1,17.893048001869992,11.184421397998193
29,79,79,1.0,4.0,2.0,188,81,1,1,0,0,0,0,16.489659207390805,10.714417768752456
18,68,81,1.0,3.0,2.0,188,83,1,1,0,0,0,1,14.845129975145433,8.699514748210191
20,72,80,1.0,4.0,4.0,184,73,1,0,1,0,0,0,15.424948470398375,10.126631103850338
29,66,73,2.0,4.0,2.0,185,76,1,1,0,0,0,1,13.458835614025542,7.600902459542082
21,66,74,1.0,4.0,2.0,186,82,0,1,0,0,0,1,14.403297222866392,8.006367567650246
26,68,68,1.0,4.0,3.0,179,72,1,1,0,0,1,0,14.077874822431765,8.987196820661973
34,74,74,2.0,3.0,3.0,187,88,1,1,0,0,1,0,14.603967918328545,7.600902459542082
32,67,67,1.0,4.0,2.0,178,71,1,1,0,0,0,0,13.623138665316818,8.517193191416238
23,68,72,1.0,3.0,3.0,170,67,1,1,0,0,0,1,14.346138809026444,8.006367567650246
32,70,70,2.0,3.0,3.0,173,70,1,1,0,0,0,1,14.077874822431765,9.392661928770137
36,68,68,1.0,3.0,2.0,191,80,0,1,0,0,0,0,12.301382825334498,7.600902459542082
23,71,77,1.0,4.0,4.0,183,72,0,0,0,0,0,1,14.914122846632385,9.546812608597396
18,70,85,1.0,3.0,3.0,179,65,1,1,0,0,0,1,15.123843377614453,9.615805480084347
23,76,82,1.0,4.0,3.0,167,66,1,1,0,0,1,0,16.300417207752275,8.987196820661973
23,79,85,1.0,5.0,2.0,188,84,1,0,0,0,0,1,17.073607095985757,11.082142548877775
26,66,67,1.0,3.0,3.0,178,75,1,0,0,0,0,1,13.815510557964274,8.294049640102028
30,69,69,1.0,3.0,3.0,180,80,0,1,0,0,0,0,13.997832114758229,8.699514748210191
29,70,70,1.0,3.0,3.0,176,70,1,1,0,0,0,0,14.151982794585487,8.987196820661973
29,76,76,1.0,3.0,3.0,167,61,0,0,0,0,1,0,15.830413578506539,9.95227771670556
19,76,86,1.0,2.0,2.0,184,73,0,0,0,0,0,0,16.523560759066484,10.126631103850338
27,71,71,1.0,4.0,4.0,183,79,1,1,0,0,0,1,14.508657738524219,10.308952660644293
25,76,78,1.0,4.0,4.0,177,70,1,0,0,0,0,0,13.458835614025542,7.600902459542082
32,78,78,2.0,2.0,2.0,185,80,1,1,0,0,0,0,16.012735135300492,9.305650551780507
28,70,70,1.0,2.0,4.0,176,74,1,1,0,0,0,1,14.28551418721001,9.392661928770137
39,64,64,1.0,3.0,3.0,169,68,0,0,1,0,1,0,6.907755278982137,7.600902459542082
23,78,84,1.0,3.0,4.0,168,65,0,1,0,0,0,1,16.90655301132259,9.615805480084347
20,73,83,1.0,3.0,4.0,172,63,1,1,0,0,1,0,15.687312734865866,9.546812608597396
24,69,76,1.0,2.0,2.0,184,77,0,1,0,0,0,1,14.808762330974558,8.294049640102028
31,67,67,1.0,3.0,3.0,180,70,1,0,0,0,1,0,13.623138665316818,8.294049640102028
23,71,75,1.0,4.0,3.0,174,65,1,1,0,0,0,0,14.808762330974558,6.551080335043404
31,68,68,1.0,4.0,3.0,182,71,1,0,0,1,0,0,13.815510557964274,8.517193191416238
32,68,68,1.0,3.0,2.0,179,75,1,0,1,0,0,0,13.623138665316818,8.294049640102028
24,77,85,2.0,3.0,2.0,183,79,1,1,0,0,0,1,16.90655301132259,10.341742483467284
22,71,79,1.0,4.0,3.0,175,72,1,0,0,0,0,1,15.250595083253597,8.006367567650246
29,72,72,1.0,2.0,3.0,180,73,0,1,0,0,0,1,14.557447902693651,9.210340371976184
27,67,68,1.0,3.0,3.0,185,75,1,1,0,0,0,1,13.997832114758229,8.699514748210191
28,68,68,1.0,3.0,3.0,179,72,1,0,0,0,0,0,13.997832114758229,8.294049640102028
27,74,75,1.0,3.0,3.0,178,78,1,1,0,1,0,0,15.404745763080856,9.104979856318357
21,68,73,1.0,2.0,2.0,173,70,1,1,0,0,1,0,14.346138809026444,8.294049640102028
33,73,73,1.0,4.0,3.0,180,77,1,1,0,0,1,0,14.457364444136669,8.294049640102028
26,73,76,1.0,3.0,2.0,189,81,1,1,0,0,0,0,15.068273526459642,9.740968623038354
21,64,72,1.0,2.0,2.0,173,60,1,0,0,0,0,1,14.077874822431765,8.006367567650246
27,75,75,1.0,4.0,3.0,188,92,1,0,1,1,0,0,15.60727002719233,9.998797732340453
23,70,77,1.0,3.0,2.0,169,70,1,1,0,0,0,0,14.914122846632385,6.214608098422191
19,68,83,1.0,3.0,3.0,184,82,0,1,0,0,0,1,14.808762330974558,8.006367567650246
35,69,69,1.0,3.0,3.0,178,74,1,0,0,0,0,1,13.217673557208654,8.006367567650246
31,66,66,1.0,3.0,3.0,174,65,1,1,0,0,0,1,13.345506928718539,6.214608098422191
24,67,72,1.0,2.0,3.0,178,74,1,0,0,0,0,1,14.22097566607244,6.214608098422191
23,73,81,1.0,3.0,4.0,183,81,1,1,0,0,1,0,15.761420707019587,10.341742483467284
28,74,74,2.0,3.0,3.0,178,76,1,1,0,0,0,1,15.150511624696614,11.002099841204238
22,72,79,1.0,3.0,3.0,174,73,1,1,0,0,0,1,15.38412647587812,9.615805480084347
37,72,72,3.0,5.0,3.0,171,72,1,0,1,0,0,1,13.592367006650065,9.680344001221918
25,69,74,1.0,2.0,2.0,175,70,1,0,0,0,1,0,14.508657738524219,8.699514748210191
31,74,74,2.0,4.0,4.0,178,72,1,0,0,0,1,0,15.068273526459642,10.165851817003619
28,74,74,1.0,3.0,3.0,174,60,1,0,0,0,1,0,15.250595083253597,6.907755278982137
25,76,77,2.0,4.0,4.0,183,75,1,1,0,0,1,0,16.012735135300492,10.165851817003619
25,68,71,1.0,2.0,2.0,178,77,0,0,0,0,1,0,14.22097566607244,9.472704636443673
28,69,69,1.0,3.0,3.0,173,64,0,1,0,0,0,1,14.151982794585487,6.214608098422191
19,68,79,1.0,3.0,2.0,181,67,1,0,0,0,1,0,14.73180128983843,8.987196820661973
28,69,69,1.0,3.0,2.0,172,64,1,1,0,0,1,0,14.151982794585487,8.294049640102028
33,76,76,3.0,3.0,4.0,170,63,0,0,0,0,0,1,15.363073066680286,11.37366339763672
21,68,78,1.0,3.0,3.0,180,73,1,0,0,0,0,1,14.808762330974558,8.987196820661973
24,69,74,1.0,2.0,2.0,186,75,0,0,0,0,0,1,14.557447902693651,10.043249494911286
24,70,75,1.0,3.0,2.0,179,70,1,0,0,0,1,0,14.690979295318174,7.600902459542082
22,80,80,1.0,5.0,4.0,171,63,0,0,0,0,1,0,17.034386382832476,10.203592144986466
32,70,70,1.0,3.0,3.0,188,82,1,0,1,0,0,1,13.9108207377686,9.740968623038354
21,80,87,2.0,3.0,2.0,192,85,1,1,0,0,0,0,17.50439001207821,10.968198289528557
34,73,73,1.0,3.0,3.0,176,79,1,0,1,0,0,1,14.151982794585487,6.907755278982137
26,80,83,1.0,2.0,2.0,184,89,1,0,1,0,0,0,17.014183675514957,10.896739325546411
24,77,80,1.0,2.0,3.0,183,85,1,0,1,1,0,0,16.489659207390805,10.933106969717286
27,65,65,1.0,4.0,2.0,178,79,1,1,0,0,0,1,13.458835614025542,6.907755278982137
26,73,74,2.0,4.0,3.0,175,71,1,1,0,1,0,0,15.096444403426338,9.210340371976184
24,69,73,1.0,4.0,2.0,172,63,0,0,0,0,1,0,14.508657738524219,8.699514748210191
36,68,68,1.0,4.0,3.0,169,67,1,1,0,0,0,1,12.388394202324129,8.517193191416238
35,71,71,1.0,3.0,2.0,180,75,1,1,0,0,0,0,13.493926933836812,8.517193191416238
27,76,77,2.0,3.0,3.0,190,83,0,1,0,0,0,1,16.012735135300492,9.615805480084347
24,72,77,1.0,3.0,3.0,178,70,0,0,0,0,0,1,15.009433026436708,10.596634733096073
22,74,82,1.0,3.0,4.0,183,75,1,1,0,0,0,1,16.06680235657077,9.95227771670556
30,74,74,1.0,3.0,3.0,190,80,1,1,0,0,0,1,15.226497531674536,10.896739325546411
24,74,78,1.0,3.0,2.0,173,72,1,1,0,0,1,0,15.520258650202699,9.680344001221918
32,72,72,1.0,3.0,4.0,190,68,1,0,0,0,0,0,14.457364444136669,8.517193191416238
30,69,69,1.0,3.0,2.0,183,77,0,1,0,0,0,0,13.997832114758229,8.987196820661973
34,76,76,2.0,3.0,4.0,163,61,1,1,0,0,0,1,15.068273526459642,9.903487552536127
25,73,76,1.0,4.0,3.0,189,82,1,1,0,0,1,0,15.201804919084164,9.210340371976184
