Age,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Height,Weight,Preferred Foot_Right,Body Type_Normal,Body Type_Stocky,Position_Forward,Position_Middle,Position_Reserve,LogValue,LogWage
21,63,72,1.0,3.0,2.0,170,72,0,0,0,0,0,0,13.815510557964274,6.214608098422191
22,64,72,1.0,3.0,3.0,175,80,1,1,0,0,0,1,14.077874822431765,6.214608098422191
21,61,70,1.0,3.0,3.0,174,71,1,1,0,0,0,1,13.458835614025542,6.214608098422191
22,62,71,1.0,3.0,2.0,174,60,0,1,0,0,0,1,13.710150042306449,6.214608098422191
21,68,74,1.0,3.0,3.0,183,77,0,1,0,1,0,0,14.508657738524219,8.85366542803745
20,58,70,1.0,3.0,2.0,180,68,0,0,0,0,0,1,13.122363377404328,6.907755278982137
20,63,76,1.0,3.0,2.0,175,70,1,1,0,0,0,1,13.9108207377686,7.600902459542082
22,65,72,1.0,3.0,3.0,173,68,1,1,0,0,1,0,14.22097566607244,8.006367567650246
20,60,70,1.0,3.0,2.0,175,67,0,0,0,0,0,1,13.217673557208654,7.600902459542082
34,64,64,1.0,3.0,3.0,174,70,1,1,0,0,0,1,12.524526376648708,6.214608098422191
20,61,71,1.0,3.0,2.0,176,67,1,1,0,0,0,1,13.493926933836812,6.907755278982137
23,69,76,1.0,5.0,2.0,184,83,1,1,0,0,0,1,14.77102200299171,8.699514748210191
17,67,87,1.0,3.0,4.0,175,70,1,1,0,0,0,1,14.845129975145433,7.600902459542082
21,61,68,1.0,2.0,2.0,184,79,1,0,0,0,0,1,13.345506928718539,8.006367567650246
34,64,64,1.0,3.0,2.0,186,86,1,1,0,0,0,1,12.206072645530174,7.600902459542082
18,64,79,1.0,4.0,3.0,175,70,0,1,0,0,0,1,14.151982794585487,6.551080335043404
26,63,63,1.0,3.0,3.0,173,74,0,1,0,0,0,1,13.17115354157376,6.214608098422191
20,65,76,1.0,3.0,3.0,183,77,1,1,0,1,0,0,14.28551418721001,7.600902459542082
21,64,70,1.0,3.0,2.0,168,67,1,0,1,0,1,0,13.681979165339751,6.907755278982137
22,65,72,1.0,3.0,3.0,170,69,1,1,0,0,0,1,14.22097566607244,8.006367567650246
20,60,75,1.0,2.0,2.0,183,72,0,1,0,0,0,1,13.262125319779487,6.907755278982137
21,66,77,1.0,4.0,3.0,176,76,1,1,0,1,0,0,14.457364444136669,8.85366542803745
18,60,75,1.0,3.0,2.0,181,73,1,1,0,0,0,1,13.217673557208654,6.476972362889683
20,61,76,1.0,3.0,3.0,183,78,1,1,0,0,0,1,13.560618308335483,6.907755278982137
22,64,74,1.0,3.0,2.0,182,75,1,1,0,0,0,1,14.077874822431765,7.600902459542082
17,57,70,1.0,4.0,2.0,186,78,1,1,0,0,0,1,12.834681304952548,6.214608098422191
22,65,72,1.0,2.0,3.0,171,57,1,0,0,0,0,1,14.22097566607244,7.600902459542082
27,59,59,1.0,2.0,2.0,175,74,0,1,0,0,0,0,12.388394202324129,6.214608098422191
20,60,68,1.0,3.0,2.0,186,78,0,1,0,0,0,1,13.17115354157376,6.907755278982137
24,64,71,1.0,3.0,2.0,185,81,1,0,0,0,0,1,13.9108207377686,8.006367567650246
19,65,79,1.0,4.0,3.0,169,66,1,1,0,0,0,1,14.346138809026444,8.517193191416238
20,58,67,1.0,3.0,2.0,176,70,1,1,0,0,0,1,12.206072645530174,8.006367567650246
23,63,68,1.0,3.0,3.0,185,79,0,1,0,0,0,1,13.493926933836812,7.600902459542082
23,67,74,1.0,3.0,2.0,172,70,1,0,0,0,1,0,14.508657738524219,6.214608098422191
19,62,72,1.0,3.0,4.0,186,75,1,1,0,0,0,1,13.652991628466498,6.907755278982137
17,60,75,1.0,2.0,2.0,175,70,1,1,0,0,0,1,13.458835614025542,7.600902459542082
20,57,72,1.0,2.0,2.0,178,76,1,1,0,0,0,1,12.89921982609012,8.85366542803745
28,62,62,1.0,4.0,2.0,174,65,1,1,0,0,0,1,12.89921982609012,6.214608098422191
19,63,79,1.0,2.0,2.0,183,76,0,1,0,0,0,0,13.997832114758229,8.517193191416238
21,66,77,1.0,3.0,2.0,189,73,1,1,0,0,0,1,14.403297222866392,8.699514748210191
20,60,72,1.0,2.0,2.0,178,72,0,1,0,0,0,1,13.262125319779487,6.907755278982137
19,65,80,1.0,3.0,2.0,183,72,0,0,0,0,0,1,14.28551418721001,8.006367567650246
22,62,70,1.0,3.0,2.0,182,70,1,1,0,0,0,1,13.710150042306449,8.006367567650246
19,67,78,1.0,3.0,3.0,182,68,0,0,0,0,0,1,14.603967918328545,6.214608098422191
26,67,70,1.0,3.0,2.0,183,80,1,1,0,0,0,1,13.997832114758229,7.600902459542082
21,56,64,1.0,3.0,2.0,179,78,1,1,0,0,0,1,12.691580461311874,6.907755278982137
22,62,69,1.0,2.0,2.0,180,74,1,0,0,0,0,1,12.959844447906553,6.745236349484363
30,65,65,1.0,3.0,3.0,180,74,0,1,0,1,0,0,13.458835614025542,6.214608098422191
17,60,73,1.0,2.0,2.0,170,69,1,1,0,0,0,1,13.217673557208654,6.214608098422191
20,61,75,1.0,5.0,2.0,180,74,1,1,0,0,0,1,13.560618308335483,8.006367567650246
21,65,75,1.0,3.0,2.0,188,80,0,1,0,0,0,1,14.28551418721001,6.214608098422191
21,66,78,1.0,3.0,3.0,178,75,1,1,0,0,1,0,14.557447902693651,8.006367567650246
28,68,68,1.0,2.0,2.0,193,87,1,1,0,1,0,0,13.997832114758229,8.987196820661973
20,58,68,1.0,3.0,2.0,175,70,1,1,0,0,0,1,13.017002861746503,8.006367567650246
20,65,76,1.0,4.0,4.0,183,75,1,0,0,0,0,1,14.28551418721001,7.600902459542082
28,62,62,1.0,4.0,3.0,191,75,1,0,0,0,0,1,12.89921982609012,8.294049640102028
23,63,72,1.0,2.0,2.0,180,77,1,1,0,0,0,1,13.9108207377686,7.600902459542082
23,65,68,1.0,2.0,3.0,179,73,0,1,0,0,0,0,13.790192749979985,8.517193191416238
20,64,77,1.0,4.0,2.0,181,70,1,1,0,0,0,1,14.151982794585487,8.517193191416238
23,64,69,1.0,3.0,3.0,176,70,1,1,0,0,0,1,13.681979165339751,6.907755278982137
24,66,71,1.0,3.0,3.0,165,68,1,1,0,0,0,0,14.077874822431765,6.907755278982137
23,56,63,1.0,3.0,2.0,191,83,0,1,0,0,0,0,12.524526376648708,6.856461984594587
20,60,76,1.0,2.0,2.0,182,74,0,1,0,0,0,1,13.345506928718539,7.600902459542082
24,62,65,1.0,3.0,3.0,183,78,0,1,0,0,0,1,13.217673557208654,6.214608098422191
23,62,67,1.0,3.0,2.0,180,75,1,1,0,1,0,0,13.304684934198283,7.600902459542082
20,57,66,1.0,2.0,3.0,172,65,0,1,0,0,0,1,12.765688433465597,7.600902459542082
22,60,67,1.0,4.0,3.0,175,70,1,1,0,1,0,0,13.122363377404328,7.600902459542082
21,65,77,1.0,3.0,2.0,179,78,0,0,0,0,0,1,14.346138809026444,7.600902459542082
18,60,79,1.0,4.0,2.0,180,70,1,0,0,0,0,1,13.345506928718539,8.294049640102028
21,62,70,1.0,3.0,2.0,180,75,1,1,0,0,0,1,13.017002861746503,7.600902459542082
17,58,73,1.0,3.0,3.0,175,75,1,0,0,0,0,1,13.071070083016778,6.214608098422191
19,60,72,1.0,2.0,3.0,175,64,0,0,0,0,0,1,13.262125319779487,6.214608098422191
20,60,70,1.0,3.0,3.0,170,65,1,1,0,0,0,1,13.217673557208654,6.907755278982137
18,63,78,1.0,3.0,2.0,189,74,0,0,0,0,0,1,13.815510557964274,8.517193191416238
25,61,64,1.0,2.0,2.0,180,72,0,0,0,0,0,1,12.959844447906553,6.214608098422191
24,63,68,1.0,3.0,2.0,174,68,1,1,0,0,0,1,13.493926933836812,7.600902459542082
20,64,74,1.0,3.0,2.0,185,71,1,1,0,0,1,0,13.997832114758229,6.907755278982137
23,66,70,1.0,3.0,2.0,181,75,0,0,1,0,0,1,13.997832114758229,7.600902459542082
27,65,65,1.0,2.0,2.0,179,78,0,1,0,0,0,1,13.071070083016778,6.214608098422191
25,64,69,1.0,2.0,2.0,184,82,1,0,1,0,0,1,13.560618308335483,7.600902459542082
28,64,66,1.0,2.0,2.0,189,78,0,0,0,0,0,0,13.304684934198283,8.006367567650246
23,64,69,1.0,3.0,3.0,168,63,0,0,0,0,0,1,13.681979165339751,8.006367567650246
24,74,78,1.0,3.0,2.0,193,97,1,1,0,0,0,1,15.520258650202699,10.239959789157341
23,71,80,1.0,3.0,2.0,184,80,1,0,0,0,0,1,15.176487111099874,8.517193191416238
20,65,77,1.0,3.0,2.0,171,68,1,1,0,0,1,0,14.346138809026444,6.214608098422191
22,57,63,1.0,2.0,2.0,181,76,1,1,0,0,0,1,12.388394202324129,6.214608098422191
18,61,71,1.0,3.0,2.0,171,68,1,1,0,0,0,1,13.38472764187182,6.476972362889683
19,62,76,1.0,3.0,3.0,183,78,0,0,1,0,0,1,13.764217263576723,6.907755278982137
27,64,64,1.0,4.0,3.0,173,74,1,1,0,1,0,0,13.345506928718539,7.600902459542082
18,59,72,1.0,2.0,3.0,176,72,1,1,0,0,0,1,13.122363377404328,6.214608098422191
22,69,76,1.0,2.0,2.0,189,78,1,0,0,0,0,0,14.77102200299171,8.699514748210191
33,69,69,1.0,4.0,2.0,186,82,1,1,0,0,0,1,13.422467969854667,7.600902459542082
18,59,75,1.0,3.0,2.0,179,75,1,1,0,0,0,0,13.217673557208654,6.214608098422191
25,66,69,1.0,3.0,4.0,174,69,1,0,1,0,0,1,13.9108207377686,8.294049640102028
21,58,70,1.0,3.0,2.0,179,71,0,1,0,0,0,1,13.122363377404328,6.620073206530356
19,61,71,1.0,3.0,2.0,184,72,1,0,0,0,0,1,13.493926933836812,6.907755278982137
23,67,72,1.0,3.0,2.0,200,85,1,0,0,0,0,1,14.151982794585487,8.517193191416238
18,57,69,1.0,3.0,2.0,176,69,1,1,0,0,0,1,12.834681304952548,7.600902459542082
22,62,70,1.0,3.0,3.0,181,72,1,1,0,0,0,1,13.710150042306449,7.600902459542082
24,65,68,1.0,3.0,2.0,172,64,1,1,0,0,0,1,13.790192749979985,8.517193191416238
21,62,70,1.0,3.0,2.0,188,75,1,0,0,0,0,1,13.652991628466498,7.600902459542082
20,57,65,1.0,2.0,2.0,172,67,1,1,0,0,0,1,12.765688433465597,7.600902459542082
19,61,71,1.0,3.0,2.0,175,67,1,0,0,0,1,0,13.422467969854667,6.214608098422191
32,67,67,1.0,4.0,3.0,197,85,1,1,0,1,0,0,13.623138665316818,8.699514748210191
40,71,71,1.0,3.0,3.0,191,93,1,1,0,1,0,0,13.458835614025542,6.214608098422191
24,69,73,1.0,3.0,3.0,180,70,1,1,0,0,0,1,14.508657738524219,8.294049640102028
19,60,71,1.0,4.0,2.0,190,80,1,1,0,0,0,1,13.122363377404328,6.802394763324311
24,66,72,1.0,2.0,2.0,180,77,1,0,1,0,0,1,13.997832114758229,7.600902459542082
19,60,71,1.0,3.0,2.0,175,71,1,1,0,0,0,1,13.17115354157376,8.006367567650246
26,66,67,1.0,2.0,3.0,181,73,0,0,0,0,1,0,13.815510557964274,6.214608098422191
24,60,64,1.0,3.0,2.0,178,73,1,1,0,0,0,1,12.765688433465597,6.907755278982137
24,61,65,1.0,3.0,2.0,184,75,1,1,0,0,1,0,13.071070083016778,7.600902459542082
28,89,91,3.0,3.0,1.0,188,86,0,0,1,0,0,0,18.29284737244248,12.254862809699606
20,60,74,1.0,3.0,3.0,172,65,0,0,0,0,0,1,13.304684934198283,9.210340371976184
18,62,76,1.0,2.0,3.0,165,56,1,0,0,0,0,1,13.737549016494562,8.006367567650246
20,60,68,1.0,3.0,2.0,155,72,0,1,0,0,0,1,13.17115354157376,6.214608098422191
19,63,77,1.0,4.0,4.0,175,70,0,0,0,0,0,1,13.9108207377686,8.006367567650246
20,71,83,1.0,3.0,2.0,190,82,0,0,0,0,0,1,15.250595083253597,9.680344001221918
21,60,70,1.0,3.0,3.0,175,60,1,1,0,0,0,1,12.691580461311874,6.907755278982137
25,66,66,1.0,3.0,3.0,179,71,1,0,0,0,1,0,13.764217263576723,7.600902459542082
21,68,77,1.0,3.0,3.0,170,67,1,0,0,0,0,1,14.77102200299171,8.699514748210191
23,58,64,1.0,3.0,2.0,175,70,0,1,0,0,0,1,12.691580461311874,7.600902459542082
18,63,78,1.0,4.0,2.0,174,70,1,0,0,0,0,1,13.9108207377686,8.517193191416238
19,63,76,1.0,3.0,3.0,170,67,1,1,0,0,1,0,13.9108207377686,6.214608098422191
19,61,74,1.0,3.0,2.0,186,74,1,1,0,0,0,1,13.560618308335483,7.600902459542082
21,59,68,1.0,3.0,2.0,187,81,1,0,0,0,0,1,13.122363377404328,6.907755278982137
26,68,69,1.0,3.0,4.0,173,66,1,1,0,0,0,1,14.151982794585487,8.699514748210191
29,66,66,1.0,3.0,2.0,180,86,1,1,0,0,0,0,13.527828485512494,6.214608098422191
32,71,71,1.0,3.0,2.0,182,75,1,1,0,0,0,0,13.997832114758229,9.472704636443673
26,67,69,1.0,3.0,2.0,183,83,1,1,0,1,0,0,14.077874822431765,9.305650551780507
26,60,60,1.0,2.0,2.0,175,76,1,1,0,0,1,0,12.388394202324129,6.214608098422191
20,58,68,1.0,3.0,2.0,181,76,0,0,0,0,0,1,13.017002861746503,6.214608098422191
17,61,78,1.0,3.0,3.0,176,67,1,1,0,0,0,1,13.623138665316818,6.214608098422191
33,65,65,1.0,3.0,3.0,174,76,1,1,0,0,0,1,13.458835614025542,7.600902459542082
20,60,68,1.0,3.0,2.0,185,70,0,0,0,0,0,1,13.217673557208654,8.294049640102028
23,58,62,1.0,3.0,2.0,182,70,1,0,0,0,0,1,12.611537753638338,8.006367567650246
22,66,75,1.0,2.0,3.0,165,64,1,1,0,0,1,0,14.457364444136669,8.006367567650246
19,60,70,1.0,3.0,2.0,182,75,1,0,0,0,0,1,13.122363377404328,6.620073206530356
27,65,65,1.0,5.0,3.0,174,68,0,1,0,0,0,1,13.262125319779487,7.600902459542082
18,54,70,1.0,3.0,2.0,180,67,1,0,0,0,0,1,12.524526376648708,8.006367567650246
18,60,72,1.0,3.0,2.0,181,77,0,1,0,0,0,1,13.262125319779487,6.620073206530356
20,64,78,1.0,3.0,2.0,182,72,0,0,0,0,0,0,14.077874822431765,8.006367567650246
22,62,68,1.0,3.0,3.0,170,65,1,1,0,0,1,0,12.959844447906553,7.600902459542082
27,66,66,1.0,3.0,2.0,180,77,0,1,0,0,0,1,13.623138665316818,6.214608098422191
18,64,76,1.0,3.0,3.0,180,74,1,0,0,0,0,1,14.077874822431765,6.802394763324311
21,62,70,1.0,3.0,2.0,169,63,1,1,0,0,0,1,13.652991628466498,7.600902459542082
30,62,62,1.0,2.0,2.0,170,67,0,1,0,0,0,1,12.691580461311874,7.600902459542082
22,64,70,1.0,3.0,3.0,170,72,0,1,0,0,0,0,13.681979165339751,6.551080335043404
19,66,77,1.0,3.0,3.0,177,70,1,1,0,0,0,1,14.403297222866392,7.600902459542082
21,58,67,1.0,3.0,2.0,183,70,0,0,0,0,1,0,13.017002861746503,6.396929655216146
17,65,81,1.0,3.0,3.0,179,70,1,1,0,0,0,1,14.346138809026444,6.214608098422191
21,69,80,1.0,3.0,2.0,194,84,0,1,0,0,0,1,14.880221294956703,8.987196820661973
22,58,63,1.0,2.0,2.0,179,71,0,0,0,0,0,0,12.611537753638338,6.214608098422191
21,68,75,1.0,3.0,2.0,191,80,1,0,0,0,0,0,14.648419680899378,8.294049640102028
20,67,77,1.0,4.0,3.0,184,83,1,1,0,0,0,1,14.648419680899378,8.294049640102028
19,60,72,1.0,3.0,2.0,187,77,1,0,0,0,0,1,13.217673557208654,6.907755278982137
21,62,70,1.0,3.0,2.0,185,77,1,1,0,0,0,0,13.623138665316818,7.600902459542082
19,65,78,1.0,3.0,2.0,180,71,1,0,0,0,0,1,14.28551418721001,8.294049640102028
20,59,64,1.0,2.0,2.0,185,76,0,1,0,0,0,1,12.611537753638338,6.907755278982137
19,61,71,1.0,3.0,2.0,177,67,1,1,0,0,0,1,13.458835614025542,8.294049640102028
20,63,78,1.0,3.0,3.0,178,66,1,0,0,0,0,1,13.997832114758229,6.907755278982137
20,56,65,1.0,3.0,2.0,180,74,1,0,0,0,0,1,12.611537753638338,8.699514748210191
21,69,78,1.0,2.0,2.0,193,86,0,0,0,0,0,0,14.880221294956703,8.699514748210191
36,60,60,1.0,3.0,2.0,176,72,1,1,0,0,0,1,10.819778284410283,6.907755278982137
23,66,73,1.0,3.0,3.0,181,76,1,0,0,0,1,0,14.346138809026444,6.856461984594587
29,61,61,1.0,4.0,2.0,178,75,0,1,0,0,0,1,12.611537753638338,7.600902459542082
29,63,63,1.0,3.0,2.0,172,68,0,1,0,0,0,1,12.959844447906553,7.600902459542082
22,59,67,1.0,2.0,2.0,176,74,1,1,0,0,0,1,13.071070083016778,6.214608098422191
23,60,66,1.0,2.0,2.0,180,74,1,1,0,0,0,1,12.89921982609012,7.600902459542082
19,61,78,1.0,3.0,2.0,179,70,0,0,0,0,0,1,13.623138665316818,8.699514748210191
21,60,68,1.0,4.0,3.0,178,70,1,1,0,0,0,1,13.217673557208654,6.907755278982137
19,60,74,1.0,3.0,3.0,172,60,0,1,0,0,0,1,13.017002861746503,6.214608098422191
23,64,70,1.0,4.0,2.0,180,73,0,1,0,0,0,1,13.737549016494562,8.006367567650246
17,61,78,1.0,3.0,2.0,178,72,1,0,0,0,0,1,13.560618308335483,6.214608098422191
17,62,76,1.0,3.0,3.0,167,63,0,0,0,0,0,1,13.681979165339751,6.214608098422191
23,60,66,1.0,3.0,2.0,181,71,1,0,0,0,0,1,12.89921982609012,6.745236349484363
22,69,80,1.0,3.0,2.0,188,80,1,1,0,0,0,0,14.880221294956703,9.305650551780507
23,65,72,1.0,3.0,2.0,192,88,0,0,1,0,0,0,14.077874822431765,7.600902459542082
20,60,71,1.0,2.0,2.0,178,68,0,0,0,0,0,1,13.217673557208654,6.745236349484363
22,65,73,1.0,2.0,2.0,172,68,1,0,0,0,0,1,14.22097566607244,8.699514748210191
27,64,64,1.0,3.0,2.0,181,75,1,1,0,0,0,1,13.345506928718539,8.006367567650246
20,70,82,1.0,3.0,4.0,177,73,1,0,0,0,0,1,15.150511624696614,10.736396675471232
20,63,74,1.0,3.0,3.0,170,63,0,0,0,0,0,1,13.9108207377686,7.600902459542082
25,63,66,1.0,3.0,2.0,172,60,0,1,0,0,0,0,13.262125319779487,6.907755278982137
36,63,63,1.0,2.0,2.0,185,78,0,0,0,0,0,1,11.407564949312402,6.214608098422191
26,62,64,1.0,3.0,2.0,182,76,1,1,0,0,1,0,13.017002861746503,6.907755278982137
25,79,83,1.0,2.0,2.0,186,81,1,1,0,0,0,0,16.90655301132259,10.239959789157341
21,64,74,1.0,3.0,3.0,177,69,1,0,0,0,0,1,13.493926933836812,8.006367567650246
20,61,72,1.0,3.0,2.0,165,60,1,0,0,0,0,0,13.493926933836812,6.214608098422191
27,70,71,1.0,3.0,2.0,179,82,1,0,1,1,0,0,14.457364444136669,9.472704636443673
20,66,78,1.0,2.0,4.0,163,68,0,0,1,0,0,1,14.557447902693651,8.517193191416238
18,56,70,1.0,2.0,2.0,173,71,1,0,0,0,0,1,12.691580461311874,6.684611727667927
21,63,71,1.0,3.0,3.0,188,73,1,1,0,0,0,1,13.217673557208654,7.600902459542082
20,64,78,1.0,2.0,2.0,182,76,1,1,0,0,0,1,14.077874822431765,7.600902459542082
20,64,79,1.0,3.0,2.0,191,75,1,1,0,0,0,1,14.077874822431765,9.392661928770137
20,72,83,1.0,3.0,2.0,189,80,1,1,0,0,0,0,15.38412647587812,8.85366542803745
23,64,73,1.0,3.0,3.0,174,68,0,1,0,0,0,1,14.077874822431765,8.294049640102028
22,59,69,1.0,3.0,2.0,187,78,1,0,0,0,0,1,13.071070083016778,7.600902459542082
23,63,71,1.0,4.0,3.0,180,69,1,1,0,1,0,0,13.9108207377686,6.907755278982137
22,61,72,1.0,3.0,2.0,180,70,1,1,0,0,0,1,13.493926933836812,8.294049640102028
22,65,73,1.0,3.0,4.0,172,70,1,1,0,0,0,1,14.28551418721001,8.294049640102028
29,67,67,1.0,2.0,2.0,188,88,1,0,1,0,0,1,13.652991628466498,8.006367567650246
33,64,64,1.0,2.0,3.0,176,70,0,1,0,0,0,1,12.611537753638338,6.214608098422191
26,64,65,1.0,3.0,2.0,189,87,0,1,0,0,0,0,13.304684934198283,8.006367567650246
31,65,65,1.0,3.0,2.0,190,90,1,0,1,0,0,0,13.122363377404328,6.214608098422191
20,60,72,1.0,2.0,3.0,178,70,1,0,0,0,0,1,13.304684934198283,6.907755278982137
30,65,65,1.0,2.0,3.0,172,77,0,1,0,0,0,1,13.458835614025542,6.214608098422191
21,61,72,1.0,4.0,2.0,189,77,1,0,0,0,0,1,13.458835614025542,7.600902459542082
25,69,72,1.0,3.0,3.0,175,72,1,0,0,0,0,1,14.403297222866392,6.396929655216146
28,63,63,1.0,3.0,2.0,166,67,1,0,0,0,0,1,13.071070083016778,6.214608098422191
16,63,83,1.0,3.0,3.0,172,68,0,0,0,0,0,1,14.077874822431765,6.214608098422191
20,59,63,1.0,2.0,2.0,180,70,1,0,0,0,0,1,12.691580461311874,6.214608098422191
19,64,76,1.0,3.0,2.0,178,72,0,0,0,0,0,1,14.151982794585487,8.006367567650246
26,65,67,1.0,2.0,2.0,180,83,1,0,1,0,0,0,13.592367006650065,6.214608098422191
22,67,73,1.0,3.0,3.0,180,77,1,1,0,0,0,1,14.28551418721001,8.517193191416238
29,73,74,1.0,3.0,2.0,185,81,1,1,0,0,0,0,14.845129975145433,9.798127036878302
30,70,70,2.0,3.0,2.0,192,86,1,0,0,0,0,1,13.458835614025542,8.699514748210191
22,61,67,1.0,3.0,3.0,179,70,0,1,0,0,0,1,13.17115354157376,6.620073206530356
22,64,73,1.0,3.0,2.0,177,66,1,0,0,0,0,1,14.077874822431765,7.600902459542082
25,62,66,1.0,3.0,2.0,172,72,1,1,0,0,0,0,13.17115354157376,6.745236349484363
20,60,70,1.0,2.0,2.0,177,70,0,0,0,0,0,0,13.17115354157376,6.214608098422191
23,64,67,1.0,3.0,2.0,186,76,0,0,0,0,0,1,13.493926933836812,6.907755278982137
25,64,68,1.0,3.0,2.0,186,86,1,1,0,0,0,1,13.493926933836812,6.214608098422191
31,64,64,1.0,3.0,3.0,182,76,1,1,0,0,0,1,13.122363377404328,6.214608098422191
22,66,75,1.0,3.0,3.0,190,83,0,1,0,0,0,1,14.457364444136669,8.294049640102028
20,60,75,1.0,2.0,2.0,169,66,0,1,0,0,0,1,13.262125319779487,6.214608098422191
22,64,71,1.0,3.0,2.0,182,75,1,0,0,0,0,1,13.997832114758229,6.214608098422191
26,69,70,1.0,3.0,2.0,194,93,1,0,1,1,0,0,14.346138809026444,8.517193191416238
22,60,72,1.0,3.0,3.0,181,74,1,0,0,0,0,0,13.304684934198283,6.907755278982137
20,64,75,1.0,3.0,2.0,177,70,1,1,0,0,0,1,13.997832114758229,8.294049640102028
25,61,64,1.0,2.0,3.0,179,73,0,1,0,0,0,1,12.89921982609012,8.006367567650246
28,65,65,1.0,1.0,2.0,185,83,1,0,0,0,0,1,13.345506928718539,8.699514748210191
22,66,73,1.0,3.0,2.0,190,79,0,0,0,0,0,0,14.28551418721001,7.600902459542082
20,62,77,1.0,3.0,2.0,180,75,1,1,0,0,0,1,13.737549016494562,8.85366542803745
20,56,71,1.0,3.0,2.0,170,64,1,1,0,0,0,1,12.765688433465597,8.85366542803745
20,59,76,1.0,4.0,3.0,179,69,1,1,0,0,0,0,13.304684934198283,6.907755278982137
18,59,78,1.0,3.0,2.0,179,66,1,0,0,0,0,1,13.262125319779487,7.600902459542082
25,67,71,1.0,2.0,3.0,172,69,1,1,0,0,0,1,14.077874822431765,8.006367567650246
19,62,78,1.0,3.0,2.0,176,70,1,0,0,0,0,1,13.790192749979985,8.699514748210191
23,69,80,1.0,2.0,2.0,185,77,0,1,0,0,0,1,14.880221294956703,8.699514748210191
19,58,72,1.0,3.0,3.0,178,70,1,1,0,0,0,1,13.071070083016778,6.214608098422191
21,60,68,1.0,3.0,2.0,173,69,1,1,0,0,0,1,13.217673557208654,6.214608098422191
18,62,72,1.0,3.0,2.0,184,79,0,1,0,0,0,1,13.592367006650065,6.309918278226516
18,66,78,1.0,3.0,3.0,187,77,1,1,0,1,0,0,14.508657738524219,7.600902459542082
21,64,71,1.0,3.0,2.0,189,75,1,0,0,0,0,1,13.9108207377686,8.006367567650246
24,65,70,1.0,3.0,2.0,188,72,1,0,0,0,0,1,13.815510557964274,7.600902459542082
27,72,74,1.0,3.0,2.0,192,88,1,1,0,0,0,0,14.73180128983843,9.546812608597396
27,69,70,1.0,3.0,2.0,184,82,1,0,1,0,0,1,14.151982794585487,6.214608098422191
26,62,63,1.0,3.0,3.0,176,79,1,1,0,0,0,1,13.071070083016778,6.214608098422191
24,64,68,1.0,3.0,3.0,178,63,1,1,0,1,0,0,13.652991628466498,7.600902459542082
24,61,67,1.0,3.0,3.0,178,70,1,1,0,0,0,1,13.17115354157376,6.907755278982137
18,64,74,1.0,2.0,4.0,171,68,1,1,0,0,0,1,13.997832114758229,6.907755278982137
20,61,69,1.0,3.0,3.0,170,63,1,0,0,0,0,1,13.493926933836812,6.551080335043404
20,63,75,1.0,2.0,2.0,175,66,1,1,0,1,0,0,13.997832114758229,7.600902459542082
35,65,65,1.0,3.0,2.0,182,82,1,1,0,0,0,0,12.154779351142624,7.600902459542082
19,68,78,1.0,3.0,2.0,184,78,0,0,0,1,0,0,14.77102200299171,8.006367567650246
24,70,75,1.0,3.0,2.0,187,80,1,1,0,0,0,0,14.603967918328545,8.699514748210191
23,68,76,1.0,4.0,2.0,184,79,1,1,0,1,0,0,14.808762330974558,8.517193191416238
21,63,73,1.0,3.0,3.0,170,63,1,0,0,1,0,0,13.9108207377686,7.600902459542082
22,65,73,1.0,2.0,2.0,180,70,0,1,0,0,0,0,14.22097566607244,8.006367567650246
21,66,75,1.0,3.0,3.0,177,72,1,1,0,0,0,1,14.457364444136669,6.214608098422191
29,66,67,1.0,3.0,2.0,188,76,1,1,0,0,0,0,13.592367006650065,7.600902459542082
17,61,79,1.0,3.0,3.0,173,64,1,0,0,0,0,1,13.560618308335483,6.214608098422191
22,61,72,1.0,3.0,3.0,177,68,1,1,0,0,0,1,13.493926933836812,7.600902459542082
23,64,70,1.0,3.0,3.0,186,81,1,1,0,0,1,0,13.737549016494562,6.907755278982137
19,64,78,1.0,3.0,3.0,175,55,0,1,0,0,0,1,14.151982794585487,8.294049640102028
24,64,70,1.0,4.0,4.0,169,64,0,0,0,0,0,1,13.737549016494562,8.006367567650246
25,64,68,1.0,1.0,2.0,184,83,1,1,0,0,0,1,13.527828485512494,6.214608098422191
24,61,67,1.0,2.0,2.0,174,65,0,0,0,0,0,1,13.17115354157376,6.214608098422191
29,73,74,1.0,3.0,2.0,196,89,1,0,0,0,0,1,14.845129975145433,10.668955394675699
20,60,72,1.0,3.0,3.0,175,70,1,1,0,0,0,1,13.304684934198283,6.214608098422191
20,62,72,1.0,3.0,2.0,172,68,1,1,0,0,0,1,13.623138665316818,6.214608098422191
24,67,72,1.0,3.0,3.0,187,90,0,1,0,1,0,0,14.28551418721001,8.006367567650246
19,62,75,1.0,3.0,2.0,186,80,1,1,0,0,0,1,13.710150042306449,8.006367567650246
18,59,69,1.0,2.0,2.0,179,72,1,0,0,0,0,1,13.071070083016778,6.907755278982137
23,64,73,1.0,4.0,3.0,178,66,0,0,0,0,0,1,14.077874822431765,8.517193191416238
19,59,71,1.0,3.0,3.0,175,72,1,0,0,0,0,1,13.17115354157376,6.214608098422191
19,62,77,1.0,2.0,3.0,185,73,1,1,0,0,0,1,13.764217263576723,8.987196820661973
