opposingTeam,home_or_away,icetime,gameScore,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,I_F_dZoneGiveaways,penalityMinutesDrawn,penaltiesDrawn
N.J,HOME,172.0,2.03,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CGY,HOME,43.0,-0.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CGY,HOME,1338.0,-0.19,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CGY,HOME,1058.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,HOME,34.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,HOME,203.0,-0.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ARI,HOME,65.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,HOME,1096.0,0.465,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ARI,HOME,818.0,0.465,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ARI,HOME,57.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,HOME,156.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,1477.0,2.87,2.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
FLA,HOME,1314.0,2.87,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
FLA,HOME,87.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,76.0,2.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,HOME,92.0,0.045,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
NSH,HOME,1493.0,0.045,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0
NSH,HOME,1181.0,0.045,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
NSH,HOME,28.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,HOME,192.0,0.045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,AWAY,172.0,0.65,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CGY,AWAY,1017.0,0.65,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,3.0
CGY,AWAY,739.0,0.65,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,3.0
CGY,AWAY,14.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,AWAY,92.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,25.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,1191.0,1.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,995.0,1.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,66.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,105.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,AWAY,28.0,1.83,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
S.J,AWAY,1191.0,1.83,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0
S.J,AWAY,869.0,1.83,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
S.J,AWAY,182.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S.J,AWAY,112.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,HOME,9.0,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,HOME,1047.0,0.895,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0
MIN,HOME,857.0,0.895,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
MIN,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,HOME,181.0,0.895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NSH,AWAY,121.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,1274.0,0.595,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
NSH,AWAY,894.0,0.595,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
NSH,AWAY,29.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,230.0,0.595,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CAR,AWAY,84.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAR,AWAY,1353.0,1.45,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
CAR,AWAY,1056.0,1.45,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
CAR,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAR,AWAY,213.0,1.45,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MTL,AWAY,16.0,0.93,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MTL,AWAY,1534.0,0.93,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0
MTL,AWAY,1254.0,0.93,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,3.0
MTL,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,AWAY,264.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,1142.0,1.66,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CHI,HOME,1046.0,1.66,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CHI,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,96.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,HOME,67.0,2.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,HOME,1104.0,2.55,1.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0
ARI,HOME,880.0,2.55,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0
ARI,HOME,24.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,HOME,133.0,2.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PHI,HOME,53.0,3.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,HOME,991.0,3.425,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
PHI,HOME,938.0,3.425,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
PHI,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,AWAY,49.0,0.415,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CHI,AWAY,1263.0,0.415,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
CHI,AWAY,942.0,0.415,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
CHI,AWAY,162.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,AWAY,110.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,AWAY,135.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,AWAY,1265.0,0.075,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
T.B,AWAY,1050.0,0.075,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
T.B,AWAY,23.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,AWAY,57.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,AWAY,66.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,AWAY,1392.0,0.855,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
FLA,AWAY,1183.0,0.855,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
FLA,AWAY,93.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,AWAY,50.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH,AWAY,120.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WSH,AWAY,1302.0,0.125,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
WSH,AWAY,1106.0,0.125,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
WSH,AWAY,76.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,485.0,2.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,1380.0,2.14,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
NSH,AWAY,608.0,2.14,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
NSH,AWAY,51.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,236.0,2.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,AWAY,141.0,1.255,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
STL,AWAY,1325.0,1.255,1.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
STL,AWAY,1083.0,1.255,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
STL,AWAY,61.0,1.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,AWAY,40.0,1.255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DET,HOME,53.0,1.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,HOME,1035.0,1.295,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
DET,HOME,843.0,1.295,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
DET,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,HOME,139.0,1.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,HOME,59.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,HOME,1445.0,0.61,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
NYI,HOME,1239.0,0.61,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
NYI,HOME,21.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,HOME,126.0,0.61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PIT,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT,HOME,1613.0,1.175,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,8.0,8.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
PIT,HOME,1310.0,1.175,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
PIT,HOME,109.0,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT,HOME,194.0,1.175,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MTL,HOME,142.0,-0.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MTL,HOME,1397.0,-0.37,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
MTL,HOME,987.0,-0.37,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MTL,HOME,70.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,HOME,198.0,-0.37,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,HOME,1061.0,1.065,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0
DAL,HOME,937.0,1.065,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0
DAL,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,HOME,124.0,1.065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
