opposingTeam,home_or_away,icetime,gameScore,I_F_primaryAssists,I_F_secondaryAssists,log10_I_F_shotAttempts,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,I_F_penalityMinutes,log10_I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,I_F_dZoneGiveaways,penalityMinutesDrawn,penaltiesDrawn
NSH,HOME,2.2695129442179165,0.555,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIN,AWAY,1.4313637641589874,1.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,AWAY,3.098643725817057,1.215,0.0,1.0,0.6989700043360189,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0
MIN,AWAY,2.8555191556678,1.215,0.0,1.0,0.4771212547196624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
MIN,AWAY,2.1789769472931693,1.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,AWAY,2.5599066250361124,1.215,0.0,0.0,0.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
S.J,HOME,1.9542425094393248,-0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S.J,HOME,3.143014800254095,-0.165,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7781512503836436,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
S.J,HOME,3.012837224705172,-0.165,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7781512503836436,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
S.J,HOME,1.880813592280792,-0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,HOME,2.294466226161593,-0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,HOME,1.845098040014257,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,HOME,3.0674428427763805,1.125,0.0,0.0,0.6989700043360189,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.4771212547196624,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
STL,HOME,2.919601023784111,1.125,0.0,0.0,0.6989700043360189,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.4771212547196624,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
STL,HOME,1.4313637641589874,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,HOME,2.385606273598312,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,HOME,1.2041199826559248,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,HOME,3.0576661039098294,1.09,0.0,1.0,0.7781512503836436,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.6989700043360189,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
MTL,HOME,2.91539983521227,1.09,0.0,0.0,0.6989700043360189,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.6989700043360189,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
MTL,HOME,1.806179973983887,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,HOME,2.383815365980431,1.09,0.0,1.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WPG,AWAY,2.204119982655925,1.405,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WPG,AWAY,3.101403350555331,1.405,1.0,1.0,0.6989700043360189,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.7781512503836436,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
WPG,AWAY,2.9585638832219674,1.405,0.0,1.0,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.7781512503836436,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
WPG,AWAY,2.113943352306837,1.405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPG,AWAY,1.8260748027008264,1.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,3.128722284338427,1.245,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,0.0,1.1139433523068367,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CHI,HOME,3.0856472882968564,1.245,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,0.0,1.1139433523068367,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CHI,HOME,1.5563025007672873,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,HOME,1.968482948553935,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPG,HOME,0.7781512503836436,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPG,HOME,3.04688519083771,0.615,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.4771212547196624,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
WPG,HOME,2.962369335670021,0.615,0.0,0.0,0.7781512503836436,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.3010299956639812,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
WPG,HOME,1.7323937598229686,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPG,HOME,2.146128035678238,0.615,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.A,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.A,HOME,3.100025730107862,0.72,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.6020599913279624,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
L.A,HOME,2.967547976218862,0.72,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.6020599913279624,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
L.A,HOME,2.1172712956557644,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.A,HOME,2.305351369446624,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,HOME,1.505149978319906,2.335,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ANA,HOME,3.1598678470925665,2.335,1.0,0.0,0.9542425094393248,0.0,1.0,0.0,1.0,2.0,3.0,5.0,8.0,0.0,1.146128035678238,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,2.0
ANA,HOME,2.99519629159718,2.335,1.0,0.0,0.7781512503836436,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0,1.0791812460476249,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0
ANA,HOME,1.845098040014257,2.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,HOME,2.552668216112193,2.335,0.0,0.0,0.3010299956639812,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DAL,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,AWAY,3.0806264869218056,0.79,0.0,1.0,0.7781512503836436,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,2.0,0.9542425094393248,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
DAL,AWAY,2.976808337338066,0.79,0.0,0.0,0.6020599913279624,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.9542425094393248,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
DAL,AWAY,1.792391689498254,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,AWAY,2.292256071356476,0.79,0.0,1.0,0.4771212547196624,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CHI,AWAY,0.8450980400142568,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,AWAY,3.1031192535457137,0.34,0.0,0.0,0.9542425094393248,0.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,0.0,0.6020599913279624,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
CHI,AWAY,3.0115704435972783,0.34,0.0,0.0,0.8450980400142568,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.6020599913279624,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CHI,AWAY,2.227886704613673,0.34,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CHI,AWAY,1.8325089127062364,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,2.1903316981702914,1.63,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NSH,AWAY,3.161966616364075,1.63,0.0,0.0,1.041392685158225,1.0,0.0,0.0,1.0,3.0,4.0,5.0,8.0,0.0,0.8450980400142568,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0
NSH,AWAY,3.072249897613515,1.63,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,7.0,0.0,0.8450980400142568,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,1.0
NSH,AWAY,1.8864907251724816,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,AWAY,1.6232492903979006,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,AWAY,1.806179973983887,1.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,AWAY,3.1007150865730817,1.655,0.0,2.0,0.7781512503836436,0.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,0.9030899869919436,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ARI,AWAY,3.037426497940624,1.655,0.0,2.0,0.7781512503836436,0.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,0.9030899869919436,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ARI,AWAY,1.6532125137753435,1.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,AWAY,1.812913356642856,1.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGK,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGK,AWAY,3.182984967003581,1.12,0.0,2.0,0.6989700043360189,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
VGK,AWAY,3.026941627959029,1.12,0.0,2.0,0.4771212547196624,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.9030899869919436,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
VGK,AWAY,2.404833716619938,1.12,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
VGK,AWAY,2.318063334962761,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,HOME,0.4771212547196624,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,HOME,3.06781451116184,0.675,1.0,0.0,0.6020599913279624,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.6989700043360189,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0
VAN,HOME,2.934498451243568,0.675,1.0,0.0,0.4771212547196624,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.6989700043360189,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
VAN,HOME,1.9542425094393248,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,HOME,2.3404441148401185,0.675,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BUF,HOME,0.9030899869919436,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUF,HOME,3.0755469613925306,0.595,0.0,0.0,0.6989700043360189,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BUF,HOME,3.0056094453602804,0.595,0.0,0.0,0.6989700043360189,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
BUF,HOME,1.146128035678238,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUF,HOME,2.198657086954422,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,HOME,2.08278537031645,1.425,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
CGY,HOME,3.225567713439471,1.425,0.0,1.0,0.9542425094393248,0.0,0.0,0.0,3.0,3.0,1.0,7.0,8.0,0.0,0.7781512503836436,1.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0
CGY,HOME,3.09725730969342,1.425,0.0,1.0,0.7781512503836436,0.0,0.0,0.0,2.0,3.0,0.0,4.0,5.0,0.0,0.7781512503836436,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CGY,HOME,2.113943352306837,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGY,HOME,2.2600713879850747,1.425,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COL,HOME,1.7634279935629371,2.4,0.0,0.0,0.3010299956639812,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
COL,HOME,3.1119342763326814,2.4,0.0,0.0,0.8450980400142568,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.9542425094393248,0.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0
COL,HOME,3.016615547557177,2.4,0.0,0.0,0.7781512503836436,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.9542425094393248,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0
COL,HOME,1.6232492903979006,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,HOME,2.198657086954422,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,HOME,3.0842186867392387,4.475,0.0,1.0,1.041392685158225,4.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,0.0,0.7781512503836436,0.0,0.0,3.0,1.0,2.0,1.0,10.0,1.0,2.0,1.0
T.B,HOME,2.9661417327390325,4.475,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,0.0,0.6989700043360189,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,2.0,1.0
T.B,HOME,0.9542425094393248,4.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.B,HOME,2.450249108319361,4.475,0.0,1.0,0.3010299956639812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
L.A,AWAY,1.3222192947339193,1.54,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L.A,AWAY,3.1522883443830567,1.54,1.0,0.0,0.6989700043360189,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.6989700043360189,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
L.A,AWAY,3.031408464251624,1.54,0.0,0.0,0.4771212547196624,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6989700043360189,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
L.A,AWAY,1.9242792860618816,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.A,AWAY,2.385606273598312,1.54,1.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ANA,AWAY,1.5314789170422551,0.865,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,3.102776614883441,0.865,1.0,0.0,0.9030899869919436,0.0,0.0,0.0,3.0,1.0,1.0,3.0,5.0,0.0,0.6989700043360189,1.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
ANA,AWAY,2.977723605288848,0.865,1.0,0.0,0.7781512503836436,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,0.6989700043360189,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ANA,AWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANA,AWAY,2.45484486000851,0.865,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S.J,AWAY,0.9030899869919436,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,AWAY,3.1078880251827985,-0.4,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.9030899869919436,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
S.J,AWAY,2.996073654485276,-0.4,0.0,0.0,0.4771212547196624,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.9030899869919436,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
S.J,AWAY,1.57978359661681,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,AWAY,2.3944516808262164,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,1.3979400086720375,2.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,3.1024337056813365,2.175,0.0,1.0,0.8450980400142568,1.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.1139433523068367,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
FLA,HOME,3.0827853703164503,2.175,0.0,1.0,0.8450980400142568,1.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.1139433523068367,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
FLA,HOME,1.5185139398778875,2.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLA,HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
